Test_Number,Weekend,Station,StationFlow,Direction,Percentage of vehicles passing station that will charge their vehicle,Number of plugs,Plug capacity,Battery size,Hour of the day,(O1) Mean queue length of an EV station [n],(O2) Mean waiting time in queue at an EV station [hours],(O3) Mean service time to charge at an EV station [hours],(O4) Total time spent overall at an EV station [hours],(O5) Total energy consumption of an EV station [kWh],(O6) Maximum recorded queue length of an EV station [n],(O7) Maximum waiting time in queue at an EV station [hours],(O8) Maximum time spent overall at an EV station [hours],(O9) Maximal energy consumption of an EV station [kW],Consumed electricity by hour [kWh],Total waiting time (minutes) by hour,Overall Mean Service time/day
0,0,Macquarie Park Supercharger,1813.3,0,0.01,10,22,82,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
0,0,Macquarie Park Supercharger,1813.3,0,0.01,10,22,82,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
0,0,Macquarie Park Supercharger,1813.3,0,0.01,10,22,82,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
0,0,Macquarie Park Supercharger,1813.3,0,0.01,10,22,82,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
0,0,Macquarie Park Supercharger,1813.3,0,0.01,10,22,82,4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
0,0,Macquarie Park Supercharger,1813.3,0,0.01,10,22,82,5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
0,0,Macquarie Park Supercharger,1813.3,0,0.01,10,22,82,6,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
0,0,Macquarie Park Supercharger,1813.3,0,0.01,10,22,82,7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
0,0,Macquarie Park Supercharger,1813.3,0,0.01,10,22,82,8,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
0,0,Macquarie Park Supercharger,1813.3,0,0.01,10,22,82,9,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
0,0,Macquarie Park Supercharger,1813.3,0,0.01,10,22,82,10,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
0,0,Macquarie Park Supercharger,1813.3,0,0.01,10,22,82,11,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
0,0,Macquarie Park Supercharger,1813.3,0,0.01,10,22,82,12,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
0,0,Macquarie Park Supercharger,1813.3,0,0.01,10,22,82,13,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
0,0,Macquarie Park Supercharger,1813.3,0,0.01,10,22,82,14,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
0,0,Macquarie Park Supercharger,1813.3,0,0.01,10,22,82,15,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
0,0,Macquarie Park Supercharger,1813.3,0,0.01,10,22,82,16,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
0,0,Macquarie Park Supercharger,1813.3,0,0.01,10,22,82,17,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
0,0,Macquarie Park Supercharger,1813.3,0,0.01,10,22,82,18,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
0,0,Macquarie Park Supercharger,1813.3,0,0.01,10,22,82,19,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
0,0,Macquarie Park Supercharger,1813.3,0,0.01,10,22,82,20,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
0,0,Macquarie Park Supercharger,1813.3,0,0.01,10,22,82,21,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
0,0,Macquarie Park Supercharger,1813.3,0,0.01,10,22,82,22,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
0,0,Macquarie Park Supercharger,1813.3,0,0.01,10,22,82,23,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
1,0,Macquarie Park Supercharger,1813.3,0,0.03636363636363636,10,22,82,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
1,0,Macquarie Park Supercharger,1813.3,0,0.03636363636363636,10,22,82,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
1,0,Macquarie Park Supercharger,1813.3,0,0.03636363636363636,10,22,82,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
1,0,Macquarie Park Supercharger,1813.3,0,0.03636363636363636,10,22,82,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
1,0,Macquarie Park Supercharger,1813.3,0,0.03636363636363636,10,22,82,4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
1,0,Macquarie Park Supercharger,1813.3,0,0.03636363636363636,10,22,82,5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
1,0,Macquarie Park Supercharger,1813.3,0,0.03636363636363636,10,22,82,6,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
1,0,Macquarie Park Supercharger,1813.3,0,0.03636363636363636,10,22,82,7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
1,0,Macquarie Park Supercharger,1813.3,0,0.03636363636363636,10,22,82,8,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
1,0,Macquarie Park Supercharger,1813.3,0,0.03636363636363636,10,22,82,9,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
1,0,Macquarie Park Supercharger,1813.3,0,0.03636363636363636,10,22,82,10,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
1,0,Macquarie Park Supercharger,1813.3,0,0.03636363636363636,10,22,82,11,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
1,0,Macquarie Park Supercharger,1813.3,0,0.03636363636363636,10,22,82,12,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
1,0,Macquarie Park Supercharger,1813.3,0,0.03636363636363636,10,22,82,13,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
1,0,Macquarie Park Supercharger,1813.3,0,0.03636363636363636,10,22,82,14,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
1,0,Macquarie Park Supercharger,1813.3,0,0.03636363636363636,10,22,82,15,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
1,0,Macquarie Park Supercharger,1813.3,0,0.03636363636363636,10,22,82,16,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
1,0,Macquarie Park Supercharger,1813.3,0,0.03636363636363636,10,22,82,17,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
1,0,Macquarie Park Supercharger,1813.3,0,0.03636363636363636,10,22,82,18,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
1,0,Macquarie Park Supercharger,1813.3,0,0.03636363636363636,10,22,82,19,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
1,0,Macquarie Park Supercharger,1813.3,0,0.03636363636363636,10,22,82,20,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
1,0,Macquarie Park Supercharger,1813.3,0,0.03636363636363636,10,22,82,21,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
1,0,Macquarie Park Supercharger,1813.3,0,0.03636363636363636,10,22,82,22,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
1,0,Macquarie Park Supercharger,1813.3,0,0.03636363636363636,10,22,82,23,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
2,0,Macquarie Park Supercharger,1813.3,0,0.06272727272727273,10,22,82,0,0.0,0.0,0.0,0.0,41.1,0,0.0,0.95,0,0.0,0.0,0.93
2,0,Macquarie Park Supercharger,1813.3,0,0.06272727272727273,10,22,82,1,0.0,0.0,0.0,0.0,41.1,0,0.0,0.95,0,0.0,0.0,0.93
2,0,Macquarie Park Supercharger,1813.3,0,0.06272727272727273,10,22,82,2,0.0,0.0,0.0,0.0,41.1,0,0.0,0.95,0,0.0,0.0,0.93
2,0,Macquarie Park Supercharger,1813.3,0,0.06272727272727273,10,22,82,3,0.0,0.0,0.0,0.0,41.1,0,0.0,0.95,0,0.0,0.0,0.93
2,0,Macquarie Park Supercharger,1813.3,0,0.06272727272727273,10,22,82,4,0.0,0.0,0.0,0.0,41.1,0,0.0,0.95,0,0.0,0.0,0.93
2,0,Macquarie Park Supercharger,1813.3,0,0.06272727272727273,10,22,82,5,0.0,0.0,0.0,0.0,41.1,0,0.0,0.95,0,0.0,0.0,0.93
2,0,Macquarie Park Supercharger,1813.3,0,0.06272727272727273,10,22,82,6,0.0,0.0,0.0,0.0,41.1,0,0.0,0.95,0,0.0,0.0,0.93
2,0,Macquarie Park Supercharger,1813.3,0,0.06272727272727273,10,22,82,7,0.0,0.0,0.0,0.0,41.1,0,0.0,0.95,0,0.0,0.0,0.93
2,0,Macquarie Park Supercharger,1813.3,0,0.06272727272727273,10,22,82,8,0.0,0.0,0.0,0.0,41.1,0,0.0,0.95,0,0.0,0.0,0.93
2,0,Macquarie Park Supercharger,1813.3,0,0.06272727272727273,10,22,82,9,0.0,0.0,0.0,0.0,41.1,0,0.0,0.95,0,0.0,0.0,0.93
2,0,Macquarie Park Supercharger,1813.3,0,0.06272727272727273,10,22,82,10,0.0,0.0,0.0,0.0,41.1,0,0.0,0.95,0,0.0,0.0,0.93
2,0,Macquarie Park Supercharger,1813.3,0,0.06272727272727273,10,22,82,11,0.0,0.0,0.0,0.0,41.1,0,0.0,0.95,0,0.0,0.0,0.93
2,0,Macquarie Park Supercharger,1813.3,0,0.06272727272727273,10,22,82,12,0.0,0.0,0.0,0.0,41.1,0,0.0,0.95,0,0.0,0.0,0.93
2,0,Macquarie Park Supercharger,1813.3,0,0.06272727272727273,10,22,82,13,0.0,0.0,0.0,0.0,41.1,0,0.0,0.95,0,0.0,0.0,0.93
2,0,Macquarie Park Supercharger,1813.3,0,0.06272727272727273,10,22,82,14,0.0,0.0,0.0,0.0,41.1,0,0.0,0.95,0,0.0,0.0,0.93
2,0,Macquarie Park Supercharger,1813.3,0,0.06272727272727273,10,22,82,15,0.0,0.0,0.0,0.0,41.1,0,0.0,0.95,0,0.0,0.0,0.93
2,0,Macquarie Park Supercharger,1813.3,0,0.06272727272727273,10,22,82,16,0.0,0.0,0.0,0.0,41.1,0,0.0,0.95,0,0.0,0.0,0.93
2,0,Macquarie Park Supercharger,1813.3,0,0.06272727272727273,10,22,82,17,0.0,0.0,0.0,0.0,41.1,0,0.0,0.95,0,0.0,0.0,0.93
2,0,Macquarie Park Supercharger,1813.3,0,0.06272727272727273,10,22,82,18,0.0,0.0,0.0,0.0,41.1,0,0.0,0.95,0,0.0,0.0,0.93
2,0,Macquarie Park Supercharger,1813.3,0,0.06272727272727273,10,22,82,19,0.0,0.0,0.95,0.95,41.1,0,0.0,0.95,22,7.4,0.0,0.93
2,0,Macquarie Park Supercharger,1813.3,0,0.06272727272727273,10,22,82,20,0.0,0.0,0.0,0.0,41.1,0,0.0,0.95,22,13.5,0.0,0.93
2,0,Macquarie Park Supercharger,1813.3,0,0.06272727272727273,10,22,82,21,0.0,0.0,0.0,0.0,41.1,0,0.0,0.95,0,0.0,0.0,0.93
2,0,Macquarie Park Supercharger,1813.3,0,0.06272727272727273,10,22,82,22,0.0,0.0,0.92,0.92,41.1,0,0.0,0.95,22,18.0,0.0,0.93
2,0,Macquarie Park Supercharger,1813.3,0,0.06272727272727273,10,22,82,23,0.0,0.0,0.0,0.0,41.1,0,0.0,0.95,22,2.2,0.0,0.93
3,0,Macquarie Park Supercharger,1813.3,0,0.08909090909090908,10,22,82,0,0.0,0.0,0.0,0.0,165.5,0,0.0,1.34,0,0.0,0.0,1.07
3,0,Macquarie Park Supercharger,1813.3,0,0.08909090909090908,10,22,82,1,0.0,0.0,0.0,0.0,165.5,0,0.0,1.34,0,0.0,0.0,1.07
3,0,Macquarie Park Supercharger,1813.3,0,0.08909090909090908,10,22,82,2,0.0,0.0,0.0,0.0,165.5,0,0.0,1.34,0,0.0,0.0,1.07
3,0,Macquarie Park Supercharger,1813.3,0,0.08909090909090908,10,22,82,3,0.0,0.0,0.0,0.0,165.5,0,0.0,1.34,0,0.0,0.0,1.07
3,0,Macquarie Park Supercharger,1813.3,0,0.08909090909090908,10,22,82,4,0.0,0.0,0.0,0.0,165.5,0,0.0,1.34,0,0.0,0.0,1.07
3,0,Macquarie Park Supercharger,1813.3,0,0.08909090909090908,10,22,82,5,0.0,0.0,0.0,0.0,165.5,0,0.0,1.34,0,0.0,0.0,1.07
3,0,Macquarie Park Supercharger,1813.3,0,0.08909090909090908,10,22,82,6,0.0,0.0,0.0,0.0,165.5,0,0.0,1.34,0,0.0,0.0,1.07
3,0,Macquarie Park Supercharger,1813.3,0,0.08909090909090908,10,22,82,7,0.0,0.0,0.0,0.0,165.5,0,0.0,1.34,0,0.0,0.0,1.07
3,0,Macquarie Park Supercharger,1813.3,0,0.08909090909090908,10,22,82,8,0.0,0.0,0.0,0.0,165.5,0,0.0,1.34,0,0.0,0.0,1.07
3,0,Macquarie Park Supercharger,1813.3,0,0.08909090909090908,10,22,82,9,0.0,0.0,0.0,0.0,165.5,0,0.0,1.34,0,0.0,0.0,1.07
3,0,Macquarie Park Supercharger,1813.3,0,0.08909090909090908,10,22,82,10,0.0,0.0,0.0,0.0,165.5,0,0.0,1.34,0,0.0,0.0,1.07
3,0,Macquarie Park Supercharger,1813.3,0,0.08909090909090908,10,22,82,11,0.0,0.0,0.0,0.0,165.5,0,0.0,1.34,0,0.0,0.0,1.07
3,0,Macquarie Park Supercharger,1813.3,0,0.08909090909090908,10,22,82,12,0.0,0.0,0.0,0.0,165.5,0,0.0,1.34,0,0.0,0.0,1.07
3,0,Macquarie Park Supercharger,1813.3,0,0.08909090909090908,10,22,82,13,0.0,0.0,0.91,0.91,165.5,0,0.0,1.34,22,16.6,0.0,1.07
3,0,Macquarie Park Supercharger,1813.3,0,0.08909090909090908,10,22,82,14,0.0,0.0,1.28,1.28,165.5,0,0.0,1.34,22,16.4,0.0,1.07
3,0,Macquarie Park Supercharger,1813.3,0,0.08909090909090908,10,22,82,15,0.0,0.0,1.03,1.03,165.5,0,0.0,1.34,22,21.0,0.0,1.07
3,0,Macquarie Park Supercharger,1813.3,0,0.08909090909090908,10,22,82,16,0.0,0.0,1.07,1.07,165.5,0,0.0,1.34,22,21.9,0.0,1.07
3,0,Macquarie Park Supercharger,1813.3,0,0.08909090909090908,10,22,82,17,0.0,0.0,1.34,1.34,165.5,0,0.0,1.34,22,19.9,0.0,1.07
3,0,Macquarie Park Supercharger,1813.3,0,0.08909090909090908,10,22,82,18,0.0,0.0,0.0,0.0,165.5,0,0.0,1.34,22,22.0,0.0,1.07
3,0,Macquarie Park Supercharger,1813.3,0,0.08909090909090908,10,22,82,19,0.0,0.0,0.72,0.72,165.5,0,0.0,1.34,44,22.0,0.0,1.07
3,0,Macquarie Park Supercharger,1813.3,0,0.08909090909090908,10,22,82,20,0.0,0.0,0.0,0.0,165.5,0,0.0,1.34,0,0.0,0.0,1.07
3,0,Macquarie Park Supercharger,1813.3,0,0.08909090909090908,10,22,82,21,0.0,0.0,0.0,0.0,165.5,0,0.0,1.34,0,0.0,0.0,1.07
3,0,Macquarie Park Supercharger,1813.3,0,0.08909090909090908,10,22,82,22,0.0,0.0,1.17,1.17,165.5,0,0.0,1.34,22,22.0,0.0,1.07
3,0,Macquarie Park Supercharger,1813.3,0,0.08909090909090908,10,22,82,23,0.0,0.0,0.0,0.0,165.5,0,0.0,1.34,22,3.7,0.0,1.07
4,0,Macquarie Park Supercharger,1813.3,0,0.11545454545454545,10,22,82,0,0.0,0.0,0.0,0.0,310.5999999999999,0,0.0,1.8,0,0.0,0.0,1.18
4,0,Macquarie Park Supercharger,1813.3,0,0.11545454545454545,10,22,82,1,0.0,0.0,0.0,0.0,310.5999999999999,0,0.0,1.8,0,0.0,0.0,1.18
4,0,Macquarie Park Supercharger,1813.3,0,0.11545454545454545,10,22,82,2,0.0,0.0,0.0,0.0,310.5999999999999,0,0.0,1.8,0,0.0,0.0,1.18
4,0,Macquarie Park Supercharger,1813.3,0,0.11545454545454545,10,22,82,3,0.0,0.0,0.0,0.0,310.5999999999999,0,0.0,1.8,0,0.0,0.0,1.18
4,0,Macquarie Park Supercharger,1813.3,0,0.11545454545454545,10,22,82,4,0.0,0.0,0.0,0.0,310.5999999999999,0,0.0,1.8,0,0.0,0.0,1.18
4,0,Macquarie Park Supercharger,1813.3,0,0.11545454545454545,10,22,82,5,0.0,0.0,0.0,0.0,310.5999999999999,0,0.0,1.8,0,0.0,0.0,1.18
4,0,Macquarie Park Supercharger,1813.3,0,0.11545454545454545,10,22,82,6,0.0,0.0,0.0,0.0,310.5999999999999,0,0.0,1.8,0,0.0,0.0,1.18
4,0,Macquarie Park Supercharger,1813.3,0,0.11545454545454545,10,22,82,7,0.0,0.0,0.0,0.0,310.5999999999999,0,0.0,1.8,0,0.0,0.0,1.18
4,0,Macquarie Park Supercharger,1813.3,0,0.11545454545454545,10,22,82,8,0.0,0.0,0.0,0.0,310.5999999999999,0,0.0,1.8,0,0.0,0.0,1.18
4,0,Macquarie Park Supercharger,1813.3,0,0.11545454545454545,10,22,82,9,0.0,0.0,0.0,0.0,310.5999999999999,0,0.0,1.8,0,0.0,0.0,1.18
4,0,Macquarie Park Supercharger,1813.3,0,0.11545454545454545,10,22,82,10,0.0,0.0,1.01,1.0,310.5999999999999,0,0.0,1.8,22,9.8,0.0,1.18
4,0,Macquarie Park Supercharger,1813.3,0,0.11545454545454545,10,22,82,11,0.0,0.0,1.8,1.8,310.5999999999999,0,0.0,1.8,44,25.5,0.0,1.18
4,0,Macquarie Park Supercharger,1813.3,0,0.11545454545454545,10,22,82,12,0.0,0.0,1.08,1.08,310.5999999999999,0,0.0,1.8,44,39.9,0.0,1.18
4,0,Macquarie Park Supercharger,1813.3,0,0.11545454545454545,10,22,82,13,0.0,0.0,1.39,1.39,310.5999999999999,0,0.0,1.8,66,31.8,0.0,1.18
4,0,Macquarie Park Supercharger,1813.3,0,0.11545454545454545,10,22,82,14,0.0,0.0,1.12,1.12,310.5999999999999,0,0.0,1.8,44,32.8,0.0,1.18
4,0,Macquarie Park Supercharger,1813.3,0,0.11545454545454545,10,22,82,15,0.0,0.0,0.62,0.62,310.5999999999999,0,0.0,1.8,44,26.2,0.0,1.18
4,0,Macquarie Park Supercharger,1813.3,0,0.11545454545454545,10,22,82,16,0.0,0.0,1.24,1.24,310.5999999999999,0,0.0,1.8,44,22.7,0.0,1.18
4,0,Macquarie Park Supercharger,1813.3,0,0.11545454545454545,10,22,82,17,0.0,0.0,1.05,1.05,310.5999999999999,0,0.0,1.8,44,30.2,0.0,1.18
4,0,Macquarie Park Supercharger,1813.3,0,0.11545454545454545,10,22,82,18,0.0,0.0,1.42,1.42,310.5999999999999,0,0.0,1.8,44,26.7,0.0,1.18
4,0,Macquarie Park Supercharger,1813.3,0,0.11545454545454545,10,22,82,19,0.0,0.0,1.21,1.21,310.5999999999999,0,0.0,1.8,44,27.4,0.0,1.18
4,0,Macquarie Park Supercharger,1813.3,0,0.11545454545454545,10,22,82,20,0.0,0.0,0.0,0.0,310.5999999999999,0,0.0,1.8,22,14.2,0.0,1.18
4,0,Macquarie Park Supercharger,1813.3,0,0.11545454545454545,10,22,82,21,0.0,0.0,1.06,1.06,310.5999999999999,0,0.0,1.8,22,20.2,0.0,1.18
4,0,Macquarie Park Supercharger,1813.3,0,0.11545454545454545,10,22,82,22,0.0,0.0,0.0,0.0,310.5999999999999,0,0.0,1.8,22,3.2,0.0,1.18
4,0,Macquarie Park Supercharger,1813.3,0,0.11545454545454545,10,22,82,23,0.0,0.0,0.0,0.0,310.5999999999999,0,0.0,1.8,0,0.0,0.0,1.18
5,0,Macquarie Park Supercharger,1813.3,0,0.14181818181818182,10,22,82,0,0.0,0.0,0.0,0.0,455.80000000000007,0,0.0,1.96,0,0.0,0.0,0.98
5,0,Macquarie Park Supercharger,1813.3,0,0.14181818181818182,10,22,82,1,0.0,0.0,0.0,0.0,455.80000000000007,0,0.0,1.96,0,0.0,0.0,0.98
5,0,Macquarie Park Supercharger,1813.3,0,0.14181818181818182,10,22,82,2,0.0,0.0,0.0,0.0,455.80000000000007,0,0.0,1.96,0,0.0,0.0,0.98
5,0,Macquarie Park Supercharger,1813.3,0,0.14181818181818182,10,22,82,3,0.0,0.0,0.0,0.0,455.80000000000007,0,0.0,1.96,0,0.0,0.0,0.98
5,0,Macquarie Park Supercharger,1813.3,0,0.14181818181818182,10,22,82,4,0.0,0.0,0.0,0.0,455.80000000000007,0,0.0,1.96,0,0.0,0.0,0.98
5,0,Macquarie Park Supercharger,1813.3,0,0.14181818181818182,10,22,82,5,0.0,0.0,0.0,0.0,455.80000000000007,0,0.0,1.96,0,0.0,0.0,0.98
5,0,Macquarie Park Supercharger,1813.3,0,0.14181818181818182,10,22,82,6,0.0,0.0,0.91,0.91,455.80000000000007,0,0.0,1.96,22,13.1,0.0,0.98
5,0,Macquarie Park Supercharger,1813.3,0,0.14181818181818182,10,22,82,7,0.0,0.0,0.88,0.88,455.80000000000007,0,0.0,1.96,44,24.4,0.0,0.98
5,0,Macquarie Park Supercharger,1813.3,0,0.14181818181818182,10,22,82,8,0.0,0.0,0.58,0.58,455.80000000000007,0,0.0,1.96,44,31.8,0.0,0.98
5,0,Macquarie Park Supercharger,1813.3,0,0.14181818181818182,10,22,82,9,0.0,0.0,1.11,1.11,455.80000000000007,0,0.0,1.96,44,19.5,0.0,0.98
5,0,Macquarie Park Supercharger,1813.3,0,0.14181818181818182,10,22,82,10,0.0,0.0,1.96,1.96,455.80000000000007,0,0.0,1.96,44,35.9,0.0,0.98
5,0,Macquarie Park Supercharger,1813.3,0,0.14181818181818182,10,22,82,11,0.0,0.0,0.82,0.82,455.80000000000007,0,0.0,1.96,44,34.9,0.0,0.98
5,0,Macquarie Park Supercharger,1813.3,0,0.14181818181818182,10,22,82,12,0.0,0.0,0.83,0.82,455.80000000000007,0,0.0,1.96,66,37.8,0.0,0.98
5,0,Macquarie Park Supercharger,1813.3,0,0.14181818181818182,10,22,82,13,0.0,0.0,0.26,0.26,455.80000000000007,0,0.0,1.96,44,26.2,0.0,0.98
5,0,Macquarie Park Supercharger,1813.3,0,0.14181818181818182,10,22,82,14,0.0,0.0,1.17,1.18,455.80000000000007,0,0.0,1.96,22,12.9,0.0,0.98
5,0,Macquarie Park Supercharger,1813.3,0,0.14181818181818182,10,22,82,15,0.0,0.0,0.75,0.75,455.80000000000007,0,0.0,1.96,44,30.7,0.0,0.98
5,0,Macquarie Park Supercharger,1813.3,0,0.14181818181818182,10,22,82,16,0.0,0.0,1.09,1.09,455.80000000000007,0,0.0,1.96,44,29.3,0.0,0.98
5,0,Macquarie Park Supercharger,1813.3,0,0.14181818181818182,10,22,82,17,0.0,0.0,1.27,1.27,455.80000000000007,0,0.0,1.96,44,34.7,0.0,0.98
5,0,Macquarie Park Supercharger,1813.3,0,0.14181818181818182,10,22,82,18,0.0,0.0,1.26,1.26,455.80000000000007,0,0.0,1.96,44,31.1,0.0,0.98
5,0,Macquarie Park Supercharger,1813.3,0,0.14181818181818182,10,22,82,19,0.0,0.0,1.33,1.32,455.80000000000007,0,0.0,1.96,44,39.8,0.0,0.98
5,0,Macquarie Park Supercharger,1813.3,0,0.14181818181818182,10,22,82,20,0.0,0.0,0.49,0.49,455.80000000000007,0,0.0,1.96,22,18.8,0.0,0.98
5,0,Macquarie Park Supercharger,1813.3,0,0.14181818181818182,10,22,82,21,0.0,0.0,0.0,0.0,455.80000000000007,0,0.0,1.96,22,9.1,0.0,0.98
5,0,Macquarie Park Supercharger,1813.3,0,0.14181818181818182,10,22,82,22,0.0,0.0,0.0,0.0,455.80000000000007,0,0.0,1.96,22,3.8,0.0,0.98
5,0,Macquarie Park Supercharger,1813.3,0,0.14181818181818182,10,22,82,23,0.0,0.0,0.0,0.0,455.80000000000007,0,0.0,1.96,22,22.0,0.0,0.98
6,0,Macquarie Park Supercharger,1813.3,0,0.16818181818181818,10,22,82,0,0.0,0.0,0.0,0.0,542.7,0,0.0,1.77,0,0.0,0.0,1.12
6,0,Macquarie Park Supercharger,1813.3,0,0.16818181818181818,10,22,82,1,0.0,0.0,0.0,0.0,542.7,0,0.0,1.77,0,0.0,0.0,1.12
6,0,Macquarie Park Supercharger,1813.3,0,0.16818181818181818,10,22,82,2,0.0,0.0,0.0,0.0,542.7,0,0.0,1.77,0,0.0,0.0,1.12
6,0,Macquarie Park Supercharger,1813.3,0,0.16818181818181818,10,22,82,3,0.0,0.0,0.0,0.0,542.7,0,0.0,1.77,0,0.0,0.0,1.12
6,0,Macquarie Park Supercharger,1813.3,0,0.16818181818181818,10,22,82,4,0.0,0.0,0.0,0.0,542.7,0,0.0,1.77,0,0.0,0.0,1.12
6,0,Macquarie Park Supercharger,1813.3,0,0.16818181818181818,10,22,82,5,0.0,0.0,0.0,0.0,542.7,0,0.0,1.77,0,0.0,0.0,1.12
6,0,Macquarie Park Supercharger,1813.3,0,0.16818181818181818,10,22,82,6,0.0,0.0,0.0,0.0,542.7,0,0.0,1.77,0,0.0,0.0,1.12
6,0,Macquarie Park Supercharger,1813.3,0,0.16818181818181818,10,22,82,7,0.0,0.0,0.83,0.83,542.7,0,0.0,1.77,22,1.4,0.0,1.12
6,0,Macquarie Park Supercharger,1813.3,0,0.16818181818181818,10,22,82,8,0.0,0.0,1.19,1.19,542.7,0,0.0,1.77,44,27.7,0.0,1.12
6,0,Macquarie Park Supercharger,1813.3,0,0.16818181818181818,10,22,82,9,0.0,0.0,1.23,1.23,542.7,0,0.0,1.77,44,38.7,0.0,1.12
6,0,Macquarie Park Supercharger,1813.3,0,0.16818181818181818,10,22,82,10,0.0,0.0,1.12,1.12,542.7,0,0.0,1.77,66,49.0,0.0,1.12
6,0,Macquarie Park Supercharger,1813.3,0,0.16818181818181818,10,22,82,11,0.0,0.0,0.77,0.77,542.7,0,0.0,1.77,66,46.0,0.0,1.12
6,0,Macquarie Park Supercharger,1813.3,0,0.16818181818181818,10,22,82,12,0.0,0.0,0.92,0.92,542.7,0,0.0,1.77,44,28.6,0.0,1.12
6,0,Macquarie Park Supercharger,1813.3,0,0.16818181818181818,10,22,82,13,0.0,0.0,1.31,1.31,542.7,0,0.0,1.77,44,33.3,0.0,1.12
6,0,Macquarie Park Supercharger,1813.3,0,0.16818181818181818,10,22,82,14,0.0,0.0,0.81,0.81,542.7,0,0.0,1.77,44,35.0,0.0,1.12
6,0,Macquarie Park Supercharger,1813.3,0,0.16818181818181818,10,22,82,15,0.0,0.0,1.17,1.17,542.7,0,0.0,1.77,66,49.1,0.0,1.12
6,0,Macquarie Park Supercharger,1813.3,0,0.16818181818181818,10,22,82,16,0.0,0.0,1.41,1.41,542.7,0,0.0,1.77,66,47.0,0.0,1.12
